place_id,name,description,is_spending_on_ads,reviews,competitors,website,owner_name,owner_profile_link,featured_image,main_category,categories,rating,workday_timing,closed_on,phone,address,review_keywords,link
ChIJ10pENuuwwoARPZ0HNIVd5YM,Cupid's Closet LAX Adult Store & Sex Shop,,False,91,,http://cupidscloset.com/,Cupid's Closet LAX Adult Store & Sex Shop (Sahibi),https://www.google.com/maps/contrib/110763407256954425882,https://lh5.googleusercontent.com/p/AF1QipNlRoIXB1qucCa2Q7GoH8edrBUGj3H1bdDscYPa=w408-h544-k-no,Erotik Esya Magazasi,"Erotik Esya Magazasi, Butik, Masa Oyunlari Magazasi, Hediyelik esya dukkani, Ic Camasiri Magazasi",4.5,10:00-23:00,Open All Days,+1 323-900-5009,"Cupid's Closet LAX Adult Store & Sex Shop, 8340 Lincoln Blvd, Los Angeles, CA 90045, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Cupid%27s+Closet+LAX+Adult+Store+%26+Sex+Shop/data=!4m7!3m6!1s0x80c2b0eb36444ad7:0x83e55d8534079d3d!8m2!3d33.9618484!4d-118.4206687!16s%2Fg%2F1ptxwtmys!19sChIJ10pENuuwwoARPZ0HNIVd5YM?authuser=0&hl=tr&rclk=1
ChIJGYqduMuVwoARME7hkS1Df7g,Adult Warehouse Outlet Panorama,,False,83,,http://www.adultwarehouseoutlet.com/,Adult Warehouse Outlet Panorama (Sahibi),https://www.google.com/maps/contrib/108380311292269741326,https://lh5.googleusercontent.com/p/AF1QipMRoQNTYmk1pkU06nktuJnOIl6-DLJhk8SW7g1e=w611-h240-k-no,Erotik Esya Magazasi,"Erotik Esya Magazasi, DVD Magazasi, Bijuteri Magazasi, Ic Camasiri Magazasi, Outlet Magazasi, Parti Malzemeleri Magazasi, Oyuncak magazasi, Video Magazasi, Kadin giyim magazasi",4.7,09:00-23:00,Open All Days,+1 818-985-2255,"Adult Warehouse Outlet Panorama, 8126 Van Nuys Blvd #2, Panorama City, CA 91402, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Adult+Warehouse+Outlet+Panorama/data=!4m7!3m6!1s0x80c295cbb89d8a19:0xb87f432d91e14e30!8m2!3d34.2187879!4d-118.4482773!16s%2Fg%2F1q2w0v5qc!19sChIJGYqduMuVwoARME7hkS1Df7g?authuser=0&hl=tr&rclk=1
ChIJ_1igEhVmw4ARSGmID-PTv20,The Love Store,,False,78,,http://www.thelovestore.com/,The Love Store (Sahibi),https://www.google.com/maps/contrib/117379651909860168261,https://lh5.googleusercontent.com/p/AF1QipPPLAcFImzYUE7aUCocCa3-CvTluvFP1aq-xqBg=w426-h240-k-no,Erotik Esya Magazasi,Erotik Esya Magazasi,3.6,10:00-01:00,Open All Days,+1 760-951-4683,"The Love Store, 12353 Mariposa Rd A-3, Victorville, CA 92395, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/The+Love+Store/data=!4m7!3m6!1s0x80c3661512a058ff:0x6dbfd3e30f886948!8m2!3d34.4746197!4d-117.3415924!16s%2Fg%2F11f01vhf8q!19sChIJ_1igEhVmw4ARSGmID-PTv20?authuser=0&hl=tr&rclk=1
ChIJDaVO91M9hYARmZcEZd9DRH0,Naughty or Nice Boutique,,False,78,,http://naughty-or-nice-boutique.mybigcommerce.com/login.php,Naughty or Nice Boutique (Sahibi),https://www.google.com/maps/contrib/108026136388460497782,https://lh5.googleusercontent.com/p/AF1QipNZOEC8g4UvGFUcTTI9obkK8Vd1Gvar1j9ha-9b=w408-h290-k-no,Ic Camasiri Magazasi,"Ic Camasiri Magazasi, Service establishment, Kadin giyim magazasi",4.6,,Open All Days,+1 707-628-9238,,,https://www.google.com/maps/place/Naughty+or+Nice+Boutique/data=!4m7!3m6!1s0x80853d53f74ea50d:0x7d4443df65049799!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1v2yz2c6!19sChIJDaVO91M9hYARmZcEZd9DRH0?authuser=0&hl=tr&rclk=1
ChIJnSaCGJLPmoAR3AY3u9KLIOQ,Suzie's Adult Superstore,,False,75,,http://suzies.com/,Suzie's Adult Superstore (Sahibi),https://www.google.com/maps/contrib/105576941266701905637,https://lh5.googleusercontent.com/p/AF1QipMkBULiWeq4w6-TBtjaMsoE_G4mZqmoh131qlg=w408-h544-k-no,Erotik Esya Magazasi,"Erotik Esya Magazasi, DVD Magazasi, Ic Camasiri Magazasi, Hediyelik esya magazasi",4.6,10:00-00:00,Open All Days,+1 916-429-8480,"Suzie's Adult Superstore, 4177 Florin Rd, Sacramento, CA 95823, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Suzie%27s+Adult+Superstore/data=!4m7!3m6!1s0x809acf921882269d:0xe4208bd2bb3706dc!8m2!3d38.4964766!4d-121.4584506!16s%2Fg%2F1v_w2m0y!19sChIJnSaCGJLPmoAR3AY3u9KLIOQ?authuser=0&hl=tr&rclk=1
ChIJqRvVasrZ3IARoWffEaAXJHQ,Romantix,,False,70,,https://www.romantix.com/s/,Romantix (Sahibi),https://www.google.com/maps/contrib/114322738623965309266,https://lh5.googleusercontent.com/p/AF1QipNKRXghuyaqxNWUXkWiT34BZDioyW1o3UWH6ZSk=w408-h544-k-no,Erotik Esya Magazasi,Erotik Esya Magazasi,4.9,11:00-23:00,Open All Days,+1 714-787-0272,"Romantix, 401 N Tustin St, Orange, CA 92867, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Romantix/data=!4m7!3m6!1s0x80dcd9ca6ad51ba9:0x742417a011df67a1!8m2!3d33.7933342!4d-117.8354444!16s%2Fg%2F11g1_6l2dt!19sChIJqRvVasrZ3IARoWffEaAXJHQ?authuser=0&hl=tr&rclk=1
ChIJ96902J8xw4ARDcMt4RKI-5M,The Toy Box,,False,64,,http://toyboxupland.com/,The Toy Box (Sahibi),https://www.google.com/maps/contrib/116101092926579858988,https://lh5.googleusercontent.com/p/AF1QipPqVSGwODvH0KHXvaLbKPv_v8TM7UXpF-Ge9BCg=w408-h306-k-no,Erotik Esya Magazasi,"Erotik Esya Magazasi, Ic Camasiri Magazasi",4.6,09:00-23:00,Open All Days,+1 909-920-1135,"The Toy Box, 1999 W Arrow Route, Upland, CA 91786, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/The+Toy+Box/data=!4m7!3m6!1s0x80c3319fd874aff7:0x93fb8812e12dc30d!8m2!3d34.0999736!4d-117.6903946!16s%2Fg%2F1vs1s4j4!19sChIJ96902J8xw4ARDcMt4RKI-5M?authuser=0&hl=tr&rclk=1
ChIJayouoD7Lj4ARf12gnQEReaA,"Shop Sex Toys Here - The ""Y Not""",,False,63,,http://they-not.com/,"Shop Sex Toys Here - The ""Y Not"" (Sahibi)",https://www.google.com/maps/contrib/109527368570913911933,https://lh5.googleusercontent.com/p/AF1QipN0JMkC-6zjPQYLftDUPd3xlcaSIPxv2ZlhZyB5=w495-h240-k-no,Yetiskinlere Uygun DVD Magazasi,"Yetiskinlere Uygun DVD Magazasi, Yetiskinlere Yonelik Eglence Kulubu, Erotik Esya Magazasi",4.2,10:00-22:00,Open All Days,+1 408-297-3472,"Shop Sex Toys Here - The ""Y Not"", 1933 W San Carlos St, San Jose, CA 95128, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Shop+Sex+Toys+Here+-+The+%22Y+Not%22/data=!4m7!3m6!1s0x808fcb3ea02e2a6b:0xa07911019da05d7f!8m2!3d37.323603!4d-121.930111!16s%2Fg%2F1thsg4qb!19sChIJayouoD7Lj4ARf12gnQEReaA?authuser=0&hl=tr&rclk=1
ChIJ6SP_7nnY3IARBJ9i47e8MrA,Spanky's Adult Emporium,,False,59,,http://www.spankysonline.com/,Spanky's Adult Emporium (Sahibi),https://www.google.com/maps/contrib/104413969169010378438,https://lh5.googleusercontent.com/p/AF1QipO4jBMAj_v2Nt7GAhFoRuak4z1a1eHg-F4Z8BFF=w408-h272-k-no,Erotik Esya Magazasi,"Erotik Esya Magazasi, Yetiskinlere Uygun DVD Magazasi, Kostum Magazasi, Ic Camasiri Magazasi, Hediyelik esya magazasi",4,08:00-00:00,Open All Days,+1 714-554-3098,"Spanky's Adult Emporium, 213 N Harbor Blvd, Santa Ana, CA 92703, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Spanky%27s+Adult+Emporium/data=!4m7!3m6!1s0x80dcd879eeff23e9:0xb032bcb7e3629f04!8m2!3d33.7465443!4d-117.9198526!16s%2Fg%2F1ttq2dpr!19sChIJ6SP_7nnY3IARBJ9i47e8MrA?authuser=0&hl=tr&rclk=1
ChIJTem5v9Xp7IAR-4as3DRkD5Q,Diamond Adult World,,False,56,,http://diamondadult.com/,Diamond Adult World (Sahibi),https://www.google.com/maps/contrib/113187429922668811671,https://lh5.googleusercontent.com/p/AF1QipN5fsnr9Ad4cb9k7xk2KpSja0UgclaDP-4w5yGi=w541-h240-k-no,Erotik Esya Magazasi,"Erotik Esya Magazasi, Yetiskinlere Uygun DVD Magazasi, Kostum Magazasi, Ic Camasiri Magazasi",4.5,10:00-22:00,Open All Days,+1 805-462-0404,"Diamond Adult World, 7253 El Camino Real, Atascadero, CA 93422, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Diamond+Adult+World/data=!4m7!3m6!1s0x80ece9d5bfb9e94d:0x940f6434dcac86fb!8m2!3d35.4844875!4d-120.6616749!16s%2Fg%2F1tnhyn7n!19sChIJTem5v9Xp7IAR-4as3DRkD5Q?authuser=0&hl=tr&rclk=1
ChIJf_D5UQzPwoARrVyGEt8t3l8,Andy's Adult World,,False,54,,http://www.andysadultworld.com/,Andy's Adult World (Sahibi),https://www.google.com/maps/contrib/113043147047727581941,https://lh5.googleusercontent.com/p/AF1QipOHTRB9VBRBRDy4A6jqPUYKUROxhxkjBFobsUdO=w408-h407-k-no,Erotik Esya Magazasi,"Erotik Esya Magazasi, Yetiskinlere Uygun DVD Magazasi, Ic Camasiri Magazasi, Hediyelik esya magazasi",4.2,10:00-00:00,Open All Days,+1 323-269-4123,"Andy's Adult World, 4624 Whittier Blvd, Los Angeles, CA 90022, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Andy%27s+Adult+World/data=!4m7!3m6!1s0x80c2cf0c51f9f07f:0x5fde2ddf12865cad!8m2!3d34.0223646!4d-118.1674665!16s%2Fg%2F1tdlhkq0!19sChIJf_D5UQzPwoARrVyGEt8t3l8?authuser=0&hl=tr&rclk=1
ChIJ3QcxkHq4woARa83tIb5ddKs,Amor Lingerie Sex Shop,,False,51,,http://amorsexstore.com/,Amor Lingerie Sex Shop (Sahibi),https://www.google.com/maps/contrib/106933009513660846935,https://lh5.googleusercontent.com/p/AF1QipN6jBaEdV6MysTxdMSjIm_8lj9tQdACZpnLRHOC=w408-h725-k-no,Erotik Esya Magazasi,"Erotik Esya Magazasi, Yetiskinlere Uygun DVD Magazasi, Ic Camasiri Magazasi, Hediyelik esya magazasi",4,10:00-19:00,Open All Days,+1 323-870-5311,"Amor Lingerie Sex Shop, 1716 S Western Ave, Los Angeles, CA 90006, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Amor+Lingerie+Sex+Shop/data=!4m7!3m6!1s0x80c2b87a903107dd:0xab745dbe21edcd6b!8m2!3d34.042302!4d-118.308342!16s%2Fg%2F11ckr45j7w!19sChIJ3QcxkHq4woARa83tIb5ddKs?authuser=0&hl=tr&rclk=1
ChIJIz8SvonKwoARwX-t-VULjJ8,Exotic Zone Shop,,False,50,,https://exoticzoneshop.com/,Exotic Zone Shop (Sahibi),https://www.google.com/maps/contrib/116889859074723725481,https://lh5.googleusercontent.com/p/AF1QipMcNqi_mChYJIVmMZTuAJr8KvK9xxCpqil5jyiY=w548-h240-k-no,Yetiskinlere Uygun DVD Magazasi,"Yetiskinlere Uygun DVD Magazasi, Ic Camasiri Magazasi, Hediyelik esya magazasi",4.7,09:00-22:00,Open All Days,+1 310-323-0047,"Exotic Zone Shop, 15315 S Figueroa St A, Gardena, CA 90248, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Exotic+Zone+Shop/data=!4m7!3m6!1s0x80c2ca89be123f23:0x9f8c0b55f9ad7fc1!8m2!3d33.8923737!4d-118.2838151!16s%2Fg%2F1td0gsgk!19sChIJIz8SvonKwoARwX-t-VULjJ8?authuser=0&hl=tr&rclk=1
ChIJqWMGwhvJwoARJk_TVMrO2EY,Amor Lingerie Sex shop,,False,49,,http://amorlingerie.com/,Amor Lingerie Sex shop (Sahibi),https://www.google.com/maps/contrib/103063144577556061972,https://lh5.googleusercontent.com/p/AF1QipP1exMEGxM9sdpLQCKMdKmtImrrgxLxkzliqzra=w408-h725-k-no,Ic Camasiri Magazasi,"Ic Camasiri Magazasi, Erotik Esya Magazasi",4,10:00-18:00,Open All Days,+1 323-583-9369,"Amor Lingerie Sex shop, 6375 Alameda St, Los Angeles, CA 90001, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Amor+Lingerie+Sex+shop/data=!4m7!3m6!1s0x80c2c91bc20663a9:0x46d8ceca54d34f26!8m2!3d33.9812878!4d-118.236541!16s%2Fg%2F1thzp4zb!19sChIJqWMGwhvJwoARJk_TVMrO2EY?authuser=0&hl=tr&rclk=1
ChIJgdXaIyZAjoARMvHt59DYpLI,Camouflage,,False,46,,https://shop-camouflage.com/,Camouflage (Sahibi),https://www.google.com/maps/contrib/115682146905038037509,https://lh5.googleusercontent.com/p/AF1QipNZ5X7wYEpxbZVOdvnPRkJjoP3Rwqu_hQwYgfNW=w408-h306-k-no,Erotik Esya Magazasi,Erotik Esya Magazasi,4.5,11:00-19:00,Open All Days,+1 831-423-7613,"Camouflage, 1329 Pacific Ave, Santa Cruz, CA 95060, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Camouflage/data=!4m7!3m6!1s0x808e402623dad581:0xb2a4d8d0e7edf132!8m2!3d36.9739175!4d-122.026222!16s%2Fg%2F1vwlpc7w!19sChIJgdXaIyZAjoARMvHt59DYpLI?authuser=0&hl=tr&rclk=1
ChIJRxL27N_emoAR2q4rTE_iaTU,Secrets Love Boutique,,False,45,,https://secretsloveboutique.com/,Secrets Love Boutique (Sahibi),https://www.google.com/maps/contrib/107000145283202169661,https://lh5.googleusercontent.com/p/AF1QipPe5PR4XR6MDq5uBR4OXbop_a7BQx1t19QGSSNn=w554-h240-k-no,Erotik Esya Magazasi,"Erotik Esya Magazasi, Ic Camasiri Magazasi",4.5,11:00-21:00,Pazar,+1 916-332-5809,"Secrets Love Boutique, 6026 San Juan Ave Suite A&B, Citrus Heights, CA 95610, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Secrets+Love+Boutique/data=!4m7!3m6!1s0x809adedfecf61247:0x3569e24f4c2baeda!8m2!3d38.6757395!4d-121.2920217!16s%2Fg%2F1wn_6c1p!19sChIJRxL27N_emoAR2q4rTE_iaTU?authuser=0&hl=tr&rclk=1
ChIJqSbe7_NTkIARMWFoSQgp3To,Suzie's Adult Superstore,,False,43,,http://suzies.com/,Suzie's Adult Superstore (Sahibi),https://www.google.com/maps/contrib/100909468031731733674,https://lh5.googleusercontent.com/p/AF1QipO0oevFGeron8C8Xw8RnKhyYep_D1SBbqxw7539=w408-h306-k-no,Erotik Esya Magazasi,"Erotik Esya Magazasi, DVD Magazasi, Ic Camasiri Magazasi, Hediyelik esya magazasi",4.2,10:00-00:00,Open All Days,+1 209-529-5546,"Suzie's Adult Superstore, 115 McHenry Ave, Modesto, CA 95354, Amerika Birlesik Devletleri",,https://www.google.com/maps/place/Suzie%27s+Adult+Superstore/data=!4m7!3m6!1s0x809053f3efde26a9:0x3add290849686131!8m2!3d37.646433!4d-120.994041!16s%2Fg%2F1tf48d4s!19sChIJqSbe7_NTkIARMWFoSQgp3To?authuser=0&hl=tr&rclk=1
