place_id,name,main_category,rating,reviews,website,phone,address,link,Location,is_spending_on_ads,competitors,extracted_domain,emails
ChIJC-FoJ3RftRQRM7OnXf9wQHA,Avrasya Hukuk Burosu,Hukuk Burosu,4.8,46.0,http://www.avrasyahukuk.com.tr/,(0212) 852 92 35,"Avrasya Hukuk Burosu, Zorlu Center, Levazim Mah Koru Sok. Terasevler T1, D:108, 34353 Besiktas/Istanbul",https://www.google.com/maps/place/Avrasya+Hukuk+B%C3%BCrosu/data=!4m7!3m6!1s0x14b55f742768e10b:0x704070ff5da7b333!8m2!3d41.0666932!4d29.0161244!16s%2Fg%2F11c1p7222k!19sChIJC-FoJ3RftRQRM7OnXf9wQHA?authuser=0&hl=tr&rclk=1, Levazim Mah,FALSE,"Name: Emir Hukuk Burosu - Ibrahim SAPAN / Zorlu Center
link: https://www.google.com/maps/search/Emir+Hukuk+B%C3%BCrosu+-+%C4%B0brahim+SAPAN+%2F+Zorlu+Center/@41.0671787,29.0174202?authuser=0&hl=tr&entry=ttu
Reviews: 2 reviews

Name: Avrasya Hukuk & Danismanlik
link: https://www.google.com/maps/search/Avrasya+Hukuk+%26+Dan%C4%B1%C5%9Fmanl%C4%B1k/@40.9931353,29.041488?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews

Name: BULADI Law Firm
link: https://www.google.com/maps/search/BULADI+Law+Firm/@41.0658597,29.0176819?authuser=0&hl=tr&entry=ttu
Reviews: 4 reviews

Name: A Hukuk Burosu
link: https://www.google.com/maps/search/A+Hukuk+B%C3%BCrosu/@41.0604916,29.0205778?authuser=0&hl=tr&entry=ttu
Reviews: 2 reviews

Name: Emir Hukuk Ve Musavirlik Hizmetleri
link: https://www.google.com/maps/search/Emir+Hukuk+Ve+M%C3%BC%C5%9Favirlik+Hizmetleri/@41.065167699999996,29.0180193?authuser=0&hl=tr&entry=ttu
Reviews: 1 reviews",www.avrasyahukuk.com.tr,"avukat@avrasyahukuk.com.tr,info@avrasyahukuk.com.tr,bilgi@avrasyahukuk.com.tr"
ChIJ1WuPVA_HyhQRZ_9vY--tSoI,ROTA Arabuluculuk Merkezi A.S.,Hukuk Hizmetleri,5.0,46.0,https://www.rotaarabuluculuk.com/,,"Kozyatagi, ROTA Arabuluculuk Merkezi A.S., Bayar Cd. Sehit Mehmet Fatih Ongul Sk Bagdatlioglu Plaza, No:3 Kat:6, 34742 Kadikoy/Istanbul",https://www.google.com/maps/place/ROTA+Arabuluculuk+Merkezi+A.%C5%9E./data=!4m7!3m6!1s0x14cac70f548f6bd5:0x824aadef636fff67!8m2!3d40.9686255!4d29.1013417!16s%2Fg%2F11j1jlw409!19sChIJ1WuPVA_HyhQRZ_9vY--tSoI?authuser=0&hl=tr&rclk=1, Bayar Cd.,FALSE,"Name: Adran Arabuluculuk Merkezi
link: https://www.google.com/maps/search/Adran+Arabuluculuk+Merkezi/@40.9851437,29.088763599999997?authuser=0&hl=tr&entry=ttu
Reviews: 3 reviews

Name: IDA HUKUK ARABULUCULUK
link: https://www.google.com/maps/search/%C4%B0DA+HUKUK+ARABULUCULUK/@40.9720705,29.100450300000002?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews

Name: eArabulucu Online Arabuluculuk Merkezi
link: https://www.google.com/maps/search/eArabulucu+Online+Arabuluculuk+Merkezi/@41.024884899999996,29.114417399999997?authuser=0&hl=tr&entry=ttu
Reviews: 2 reviews

Name: Sarikaya Avukatlik Burosu
link: https://www.google.com/maps/search/Sar%C4%B1kaya+Avukatl%C4%B1k+B%C3%BCrosu/@40.969124099999995,29.1001929?authuser=0&hl=tr&entry=ttu
Reviews: 4 reviews

Name: Avukat Arabulucu Derya Erten Takmaz
link: https://www.google.com/maps/search/Avukat+Arabulucu+Derya+Erten+Takmaz/@40.971545,29.099587?authuser=0&hl=tr&entry=ttu
Reviews: 1 reviews",www.rotaarabuluculuk.com,
ChIJeQeLIlC2yhQRANu8maArNnw,Dundar Sir Law Firm,Hukuk Burosu,4.1,45.0,http://www.dundarsir.com/,(0212) 211 78 78,"Esentepe, Dundar Sir Law Firm, Buyukdere Cd. Oyal Is Merkezi No:108/1 K:3 D:205, 34394 Sisli/Istanbul",https://www.google.com/maps/place/D%C3%BCndar+S%C4%B1r+Law+Firm/data=!4m7!3m6!1s0x14cab650228b0779:0x7c362ba099bcdb00!8m2!3d41.0687279!4d29.0107078!16s%2Fg%2F11b7gmx_kc!19sChIJeQeLIlC2yhQRANu8maArNnw?authuser=0&hl=tr&rclk=1, Buyukdere Cd.,FALSE,"Name: Dundar Hukuk Burosu
link: https://www.google.com/maps/search/D%C3%BCndar+Hukuk+B%C3%BCrosu/@41.0765361,29.0137987?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews

Name: Demir & Partners Law Office
link: https://www.google.com/maps/search/Demir+%26+Partners+Law+Office/@41.070268299999995,29.013742099999998?authuser=0&hl=tr&entry=ttu
Reviews: 10 reviews

Name: Yarsuvat & Yarsuvat Law Firm
link: https://www.google.com/maps/search/Yarsuvat+%26+Yarsuvat+Law+Firm/@41.1082373,29.0181809?authuser=0&hl=tr&entry=ttu
Reviews: 2 reviews

Name: Ciftci Avukatlik Ortakligi
link: https://www.google.com/maps/search/%C3%87ift%C3%A7i+Avukatl%C4%B1k+Ortakl%C4%B1%C4%9F%C4%B1/@41.0780473,29.0105306?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews

Name: US&ER HUKUK
link: https://www.google.com/maps/search/US%26ER+HUKUK/@41.0708227,29.008733099999997?authuser=0&hl=tr&entry=ttu
Reviews: 1 reviews",www.dundarsir.com,
ChIJH2UUyhO4yhQRUF_bMeM6T3U,AYDINER & ARSLAN HUKUK BUROSU,Hukuk Burosu,3.7,45.0,https://aydiner-arslan.av.tr/,(0216) 504 15 62,"Kosuyolu, AYDINER & ARSLAN HUKUK BUROSU, Muhittin Ustundag Cd. No:13, 34718 Kadikoy/Istanbul",https://www.google.com/maps/place/AYDINER+%26+ARSLAN+HUKUK+B%C3%9CROSU/data=!4m7!3m6!1s0x14cab813ca14651f:0x754f3ae331db5f50!8m2!3d41.0062913!4d29.0368596!16s%2Fg%2F11c6rbhbb9!19sChIJH2UUyhO4yhQRUF_bMeM6T3U?authuser=0&hl=tr&rclk=1, Muhittin Ustundag Cd.,FALSE,"Name: AYANOGLU HUKUK BUROSU
link: https://www.google.com/maps/search/AYANO%C4%9ELU+HUKUK+B%C3%9CROSU/@41.0037538,29.044574299999994?authuser=0&hl=tr&entry=ttu
Reviews: 3 reviews

Name: EAK LEGAL
link: https://www.google.com/maps/search/EAK+LEGAL/@41.008069899999995,29.036874?authuser=0&hl=tr&entry=ttu
Reviews: 13 reviews

Name: ARSLANLAR HUKUK BUROSU
link: https://www.google.com/maps/search/ARSLANLAR+HUKUK+B%C3%9CROSU/@40.9951532,29.038194299999997?authuser=0&hl=tr&entry=ttu
Reviews: 7 reviews

Name: Urey Hukuk Burosu
link: https://www.google.com/maps/search/%C3%9Crey+Hukuk+B%C3%BCrosu/@41.0080047,29.0375713?authuser=0&hl=tr&entry=ttu
Reviews: 4 reviews

Name: Aydiner Hukuk Burosu
link: https://www.google.com/maps/search/Ayd%C4%B1ner+Hukuk+B%C3%BCrosu/@41.0650796,28.9942616?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews",aydiner-arslan.av.tr,info@aydiner-arslan.av.tr
ChIJHcRHvZDFyhQR2H0BlK-QNrM,AV. NEVZAT TOMBULCA,Hukuki Isler Burosu,5.0,45.0,http://avnevzattombulca.com/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,(0216) 380 69 04,"Cevizli, AV. NEVZAT TOMBULCA, Tugay Yolu Cd. NO: 69B D:119, 34846 Maltepe/Istanbul",https://www.google.com/maps/place/AV.+NEVZAT+TOMBULCA/data=!4m7!3m6!1s0x14cac590bd47c41d:0xb33690af94017dd8!8m2!3d40.9190503!4d29.1680799!16s%2Fg%2F11q99qth3k!19sChIJHcRHvZDFyhQR2H0BlK-QNrM?authuser=0&hl=tr&rclk=1, Tugay Yolu Cd.,FALSE,"Name: ATA Hukuk Burosu
link: https://www.google.com/maps/search/ATA+Hukuk+B%C3%BCrosu/@40.912268700000006,29.1760122?authuser=0&hl=tr&entry=ttu
Reviews: 3 reviews

Name: Yeni & Bilgili Hukuk Burosu
link: https://www.google.com/maps/search/Yeni+%26+Bilgili+Hukuk+B%C3%BCrosu/@40.912491599999996,29.177062600000003?authuser=0&hl=tr&entry=ttu
Reviews: 3 reviews

Name: Canak Hukuk Burosu
link: https://www.google.com/maps/search/%C3%87anak+Hukuk+B%C3%BCrosu/@40.9113774,29.178148900000004?authuser=0&hl=tr&entry=ttu
Reviews: 3 reviews

Name: Avukat Ahmet Ercan Savas
link: https://www.google.com/maps/search/Avukat+Ahmet+Ercan+Sava%C5%9F/@40.9106512,29.180356?authuser=0&hl=tr&entry=ttu
Reviews: 2 reviews

Name: OZTURK AVUKATLIK & DANISMANLIK BUROSU AV. IBRAHIM OZTURK
link: https://www.google.com/maps/search/%C3%96ZT%C3%9CRK+AVUKATLIK+%26+DANI%C5%9EMANLIK+B%C3%9CROSU+AV.+%C4%B0BRAH%C4%B0M+%C3%96ZT%C3%9CRK/@40.9120615,29.1791489?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews",avnevzattombulca.com,
ChIJLXBdXWi7yhQRWeJUu3MRKUo,Marasli Hukuk Burosu (Av.Simay Marasli) Bakirkoy Atakoy Avukat,Avukat,5.0,44.0,http://www.marasli.av.tr/,0537 502 82 92,"Guney, Marasli Hukuk Burosu (Av.Simay Marasli) Bakirkoy Atakoy Avukat, Atakoy 7-8-9-10. Kisim Mah. D-100, Yan Yol Nef Atakoy D:22 A Blok Kat: 12 Daire: 179, 34158 Bakirkoy/Istanbul",https://www.google.com/maps/place/Mara%C5%9Fl%C4%B1+Hukuk+B%C3%BCrosu+%28Av.Simay+Mara%C5%9Fl%C4%B1%29+Bak%C4%B1rk%C3%B6y+Atak%C3%B6y+Avukat/data=!4m7!3m6!1s0x14cabb685d5d702d:0x4a291173bb54e259!8m2!3d40.9915613!4d28.8351328!16s%2Fg%2F11tk9y5k64!19sChIJLXBdXWi7yhQRWeJUu3MRKUo?authuser=0&hl=tr&rclk=1, Kisim Mah,FALSE,"Name: ITTIHAT HUKUK ve DANISMANLIK
link: https://www.google.com/maps/search/%C4%B0TT%C4%B0HAT+HUKUK+ve+DANI%C5%9EMANLIK/@40.9954143,28.875232?authuser=0&hl=tr&entry=ttu
Reviews: 3 reviews

Name: Ilke Hukuk Burosu
link: https://www.google.com/maps/search/%C4%B0lke+Hukuk+B%C3%BCrosu/@40.99174680000001,28.834557299999997?authuser=0&hl=tr&entry=ttu
Reviews: 2 reviews

Name: Stm Hukuk ve Danismanlik Ofisi
link: https://www.google.com/maps/search/Stm+Hukuk+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+Ofisi/@40.991977999999996,28.834962599999997?authuser=0&hl=tr&entry=ttu
Reviews: 34 reviews

Name: HAYY HUKUK
link: https://www.google.com/maps/search/HAYY+HUKUK/@40.9899779,28.834319099999995?authuser=0&hl=tr&entry=ttu
Reviews: 4 reviews

Name: Ercetin Hukuk Burosu- Avukat Muslum Ercetin
link: https://www.google.com/maps/search/Er%C3%A7etin+Hukuk+B%C3%BCrosu-+Avukat+M%C3%BCsl%C3%BCm+Er%C3%A7etin/@40.991769999999995,28.835011599999998?authuser=0&hl=tr&entry=ttu
Reviews: 3 reviews",www.marasli.av.tr,"simaymarasli@gmail.com,simaymarasli@gmail.com.tr"
ChIJmWQOx9_FyhQRWK0K-qGy2Mc,Cebeci & Bayram Law Firm -English Speaking Lawyers-,Hukuk Burosu,4.8,44.0,http://www.cebecibayramlaw.com/,0551 125 17 51,"Esentepe, Cebeci & Bayram Law Firm -English Speaking Lawyers-, Dumankaya Vizyon, Milangaz Cd. No:77 A1 Blok D:82, 34860 Kartal/Istanbul",https://www.google.com/maps/place/Cebeci+%26+Bayram+Law+Firm+-English+Speaking+Lawyers-/data=!4m7!3m6!1s0x14cac5dfc70e6499:0xc7d8b2a1fa0aad58!8m2!3d40.9088923!4d29.1987656!16s%2Fg%2F11fqy4pq1l!19sChIJmWQOx9_FyhQRWK0K-qGy2Mc?authuser=0&hl=tr&rclk=1, Milangaz Cd.,FALSE,"Name: Celep Hukuk ve Danismanlik | Kartal Avukat
link: https://www.google.com/maps/search/Celep+Hukuk+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+%7C+Kartal+Avukat/@40.909558,29.199721999999998?authuser=0&hl=tr&entry=ttu
Reviews: 81 reviews

Name: ALBAYRAK HUKUK BUROSU
link: https://www.google.com/maps/search/ALBAYRAK+HUKUK+B%C3%9CROSU/@40.9100829,29.198219499999997?authuser=0&hl=tr&entry=ttu
Reviews: 5 reviews

Name: Caglayan Legal
link: https://www.google.com/maps/search/%C3%87a%C4%9Flayan+Legal/@40.909037,29.185451?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews

Name: Bayram Hukuk Burosu
link: https://www.google.com/maps/search/Bayram+Hukuk+B%C3%BCrosu/@41.032751,29.176178999999998?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews

Name: Baydarman Hukuk ve Danismanlik
link: https://www.google.com/maps/search/Baydarman+Hukuk+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/@41.067459899999996,29.010703300000003?authuser=0&hl=tr&entry=ttu
Reviews: 7 reviews",www.cebecibayramlaw.com,mert@cebecibayramlaw.com
ChIJJ0SAH3hftRQRO3uPX1ugpvU,Buyukcekmece 11. Noter,Devlet Dairesi,3.5,44.0,http://www.tumnoterler.com/noter/859-buyukcekmece-11-noterligi,(0212) 876 37 55,"Yakuplu, Buyukcekmece 11. Noter, Hurriyet Blv No:1/64, 34528 Beylikduzu/Istanbul",https://www.google.com/maps/place/B%C3%BCy%C3%BCk%C3%A7ekmece+11.+Noter/data=!4m7!3m6!1s0x14b55f781f804427:0xf5a6a05b5f8f7b3b!8m2!3d41.0075203!4d28.6613007!16s%2Fg%2F12cp73ss3!19sChIJJ0SAH3hftRQRO3uPX1ugpvU?authuser=0&hl=tr&rclk=1, Buyukcekmece ,FALSE,"Name: BUYUKCEKMECE 15.NOTER
link: https://www.google.com/maps/search/B%C3%9CY%C3%9CK%C3%87EKMECE+15.NOTER/@40.9907514,28.668587300000002?authuser=0&hl=tr&entry=ttu
Reviews: 13 reviews

Name: Buyukcekmece 24. Noterligi
link: https://www.google.com/maps/search/B%C3%BCy%C3%BCk%C3%A7ekmece+24.+Noterli%C4%9Fi/@41.0030418,28.684160199999997?authuser=0&hl=tr&entry=ttu
Reviews: 15 reviews

Name: Buyukcekmece 21.Noterligi
link: https://www.google.com/maps/search/B%C3%BCy%C3%BCk%C3%A7ekmece+21.Noterli%C4%9Fi/@41.0098924,28.6521717?authuser=0&hl=tr&entry=ttu
Reviews: 38 reviews

Name: Buyukcekmece 19. Noterlgi
link: https://www.google.com/maps/search/B%C3%BCy%C3%BCk%C3%A7ekmece+19.+Noterl%C4%9Fi/@40.988579699999995,28.621628899999997?authuser=0&hl=tr&entry=ttu
Reviews: 25 reviews

Name: Buyukcekmece 9. Noterligi
link: https://www.google.com/maps/search/B%C3%BCy%C3%BCk%C3%A7ekmece+9.+Noterli%C4%9Fi/@41.0118018,28.642770199999998?authuser=0&hl=tr&entry=ttu
Reviews: 35 reviews",www.tumnoterler.com,info@tumnoterler.com
ChIJPZyKqsvHyhQREIG-lX1na1k,Ses Hukuk Burosu,Avukatlik Danisma Hizmeti,2.3,43.0,http://www.seshukukburosu.com/,(0216) 576 24 24,"Sahrayi Cedit, Ses Hukuk Burosu, Guzide Sok. 13, K:4, 34734 Kadikoy/Istanbul",https://www.google.com/maps/place/Ses+Hukuk+B%C3%BCrosu/data=!4m7!3m6!1s0x14cac7cbaa8a9c3d:0x596b677d95be8110!8m2!3d40.9848022!4d29.0894707!16s%2Fg%2F11cm0bqrgg!19sChIJPZyKqsvHyhQREIG-lX1na1k?authuser=0&hl=tr&rclk=1,Sahrayi ,FALSE,"Name: Bayram Hukuk Burosu
link: https://www.google.com/maps/search/Bayram+Hukuk+B%C3%BCrosu/@40.9914578,29.0270126?authuser=0&hl=tr&entry=ttu
Reviews: 5 reviews

Name: SES HUKUK BUROSU
link: https://www.google.com/maps/search/SES+HUKUK+B%C3%9CROSU/@40.9818723,29.057608?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews

Name: Sahra Hukuk Burosu
link: https://www.google.com/maps/search/Sahra+Hukuk+B%C3%BCrosu/@40.9854645,29.088566199999995?authuser=0&hl=tr&entry=ttu
Reviews: 78 reviews

Name: Hamarat Hukuk Burosu
link: https://www.google.com/maps/search/Hamarat+Hukuk+B%C3%BCrosu/@40.981359999999995,29.088787999999994?authuser=0&hl=tr&entry=ttu
Reviews: 1 reviews

Name: Cetiner Hukuk Burosu
link: https://www.google.com/maps/search/%C3%87etiner+Hukuk+B%C3%BCrosu/@40.985845999999995,29.086407?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews",www.seshukukburosu.com,info@seshukukburosu.com
ChIJW8YuiajcyhQR0SP4NTqEAJk,Tunc Hukuk Burosu,Hukuk Burosu,4.2,43.0,http://www.tunchukuk.com/,(0216) 491 90 35,"Dogu, Tunc Hukuk Burosu, Cakir Sk. No:12, 34890 Pendik/Istanbul",https://www.google.com/maps/place/Tun%C3%A7+Hukuk+B%C3%BCrosu/data=!4m7!3m6!1s0x14cadca8892ec65b:0x9900843a35f823d1!8m2!3d40.8818336!4d29.24284!16s%2Fg%2F11clsp12lv!19sChIJW8YuiajcyhQR0SP4NTqEAJk?authuser=0&hl=tr&rclk=1, Cakir Sk.,FALSE,"Name: Umit Hukuk Burosu
link: https://www.google.com/maps/search/%C3%9Cmit+Hukuk+B%C3%BCrosu/@40.878958,29.229757?authuser=0&hl=tr&entry=ttu
Reviews: 47 reviews

Name: Avukat Dr. Tuncer Ozyavuz
link: https://www.google.com/maps/search/Avukat+Dr.+Tuncer+%C3%96zyavuz/@40.875765,29.227601?authuser=0&hl=tr&entry=ttu
Reviews: 23 reviews

Name: HILAL HUKUK BUROSU
link: https://www.google.com/maps/search/H%C4%B0LAL+HUKUK+B%C3%9CROSU/@40.878768699999995,29.2318081?authuser=0&hl=tr&entry=ttu
Reviews: 1 reviews

Name: TUNC HEZER HUKUK
link: https://www.google.com/maps/search/TUN%C3%87+HEZER+HUKUK/@40.9158367,29.1964583?authuser=0&hl=tr&entry=ttu
Reviews: 4 reviews",www.tunchukuk.com,info@tunchukuk.com
ChIJ1YoW0htyYKkReVpbLc1iZqg,"Kose Hukuk Burosu Law Firm- Umraniye Avukat, Umraniye Ceza Avukati, Umraniye Miras Avukati, Umraniye Bosanma Avukati",Avukat,5.0,42.0,https://koselawfirm.com/,0553 327 37 69,"Inkilap, Kose Hukuk Burosu Law Firm- Umraniye Avukat, Umraniye Ceza Avukati, Umraniye Miras Avukati, Umraniye Bosanma Avukati, Kucuksu Cd. Istanbul Plaza No:107 Daire:27, 34768 Umraniye/Istanbul","https://www.google.com/maps/place/K%C3%B6se+Hukuk+B%C3%BCrosu+Law+Firm-+%C3%9Cmraniye+Avukat,+%C3%9Cmraniye+Ceza+Avukat%C4%B1,+%C3%9Cmraniye+Miras+Avukat%C4%B1,+%C3%9Cmraniye+Bo%C5%9Fanma+Avukat%C4%B1/data=!4m7!3m6!1s0xa960721bd2168ad5:0xa86662cd2d5b5a79!8m2!3d41.0333102!4d29.1102207!16s%2Fg%2F11s5tvzc6g!19sChIJ1YoW0htyYKkReVpbLc1iZqg?authuser=0&hl=tr&rclk=1", Kucuksu Cd.,FALSE,"Name: Beyan Hukuk Burosu Avukat Mehmet Kose
link: https://www.google.com/maps/search/Beyan+Hukuk+B%C3%BCrosu+Avukat+Mehmet+K%C3%B6se/@41.0245915,29.101952999999995?authuser=0&hl=tr&entry=ttu
Reviews: 5 reviews

Name: Kose+ Partners Hukuk Ofisi
link: https://www.google.com/maps/search/K%C3%B6se%2B+Partners+Hukuk+Ofisi/@40.994818099999996,29.1213815?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews

Name: Demir&Colak Hukuk Burosu
link: https://www.google.com/maps/search/Demir%26%C3%87olak+Hukuk+B%C3%BCrosu/@41.034752499999996,29.111405599999998?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews

Name: Kose Ve Kose Hukuk Ve Danismanlik Burosu
link: https://www.google.com/maps/search/K%C3%B6se+Ve+K%C3%B6se+Hukuk+Ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+B%C3%BCrosu/@41.0099266,29.0371404?authuser=0&hl=tr&entry=ttu
Reviews: 3 reviews

Name: ISTANBUL HUKUK BUROSU (Av.Yakup KASIMAY)
link: https://www.google.com/maps/search/%C4%B0STANBUL+HUKUK+B%C3%9CROSU+%28Av.Yakup+KASIMAY%29/@41.0232818,29.1028858?authuser=0&hl=tr&entry=ttu
Reviews: 3 reviews",koselawfirm.com,info@koselawfirm.com
ChIJexPOecsVtRQREnKFL3_cobo,Atlas Hukuk & Danismanlik ~ Avukat Belit Alici & Avukat Alper Ustun-Silivri,Avukatlik Danisma Hizmeti,5.0,42.0,https://www.alperustun.av.tr/,0553 129 16 59,"Atlas Hukuk & Danismanlik ~ Avukat Belit Alici & Avukat Alper Ustun-Silivri, Piri Mehmet Pasa Mah Haci Pervane Cad Vehbi Gunaydin Is Merkezi, No:37/30, 34570 Silivri/Istanbul",https://www.google.com/maps/place/Atlas+Hukuk+%26+Dan%C4%B1%C5%9Fmanl%C4%B1k+~+Avukat+Belit+Al%C4%B1c%C4%B1+%26+Avukat+Alper+%C3%9Cst%C3%BCn-Silivri/data=!4m7!3m6!1s0x14b515cb79ce137b:0xbaa1dc7f2f857212!8m2!3d41.0747313!4d28.247045!16s%2Fg%2F11p5znz_m5!19sChIJexPOecsVtRQREnKFL3_cobo?authuser=0&hl=tr&rclk=1, Piri Mehmet Pasa Mah Haci Pervane Cad,FALSE,"Name: BK Hukuk&Danismanlik Burosu
link: https://www.google.com/maps/search/BK+Hukuk%26Dan%C4%B1%C5%9Fmanl%C4%B1k+B%C3%BCrosu/@41.072887,28.257015?authuser=0&hl=tr&entry=ttu
Reviews: 5 reviews

Name: Ezgi SAPMAZ Hukuk ve Arabuluculuk Burosu Silivri | Avukat Ezgi Merve SAPMAZ
link: https://www.google.com/maps/search/Ezgi+SAPMAZ+Hukuk+ve+Arabuluculuk+B%C3%BCrosu+Silivri+%7C+Avukat+Ezgi+Merve+SAPMAZ/@41.0721456,28.254789?authuser=0&hl=tr&entry=ttu
Reviews: 61 reviews

Name: AVUKAT ESRA AKYILDIZ YASAR - AKYILDIZ HUKUK VE ARABULUCULUK BUROSU SILIVRI
link: https://www.google.com/maps/search/AVUKAT+ESRA+AKYILDIZ+YA%C5%9EAR+-+AKYILDIZ+HUKUK+VE+ARABULUCULUK+B%C3%9CROSU+S%C4%B0L%C4%B0VR%C4%B0/@41.072044299999995,28.257650599999998?authuser=0&hl=tr&entry=ttu
Reviews: 39 reviews

Name: Elit Hukuk Burosu
link: https://www.google.com/maps/search/Elit+Hukuk+B%C3%BCrosu/@41.0737319,28.247366?authuser=0&hl=tr&entry=ttu
Reviews: 1 reviews",www.alperustun.av.tr,info@alperustun.av.tr
ChIJQQuu6FijyhQRVzl3cF1nIBg,Pelikan Hukuk ve Danismanlik Burosu,Hukuk Burosu,4.8,41.0,http://www.pelikanhukuk.com/,(0212) 603 52 19,"Sirinevler, Pelikan Hukuk ve Danismanlik Burosu, Meric Sk No:17/7, 34188 Bahcelievler/Istanbul",https://www.google.com/maps/place/Pelikan+Hukuk+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k+B%C3%BCrosu/data=!4m7!3m6!1s0x14caa358e8ae0b41:0x1820675d70773957!8m2!3d40.992303!4d28.843999!16s%2Fg%2F11dfjb7x9q!19sChIJQQuu6FijyhQRVzl3cF1nIBg?authuser=0&hl=tr&rclk=1, Meric Sk,FALSE,"Name: Cagin Hukuk Burosu
link: https://www.google.com/maps/search/%C3%87a%C4%9F%C4%B1n+Hukuk+B%C3%BCrosu/@40.9951916,28.847773099999994?authuser=0&hl=tr&entry=ttu
Reviews: 1 reviews

Name: Avukat Arabulucu Derya Ertem | Bagcilar, Bahcelievler, Bakirkoy Hukuk Burosu
link: https://www.google.com/maps/search/Avukat+Arabulucu+Derya+Ertem+%7C+Ba%C4%9Fc%C4%B1lar%2C+Bah%C3%A7elievler%2C+Bak%C4%B1rk%C3%B6y+Hukuk+B%C3%BCrosu/@41.0457399,28.8125477?authuser=0&hl=tr&entry=ttu
Reviews: 6 reviews

Name: Aydin Hukuk Burosu
link: https://www.google.com/maps/search/Ayd%C4%B1n+Hukuk+B%C3%BCrosu/@40.993781899999995,28.8428383?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews

Name: Sirinevler Hukuk Burosu Avukat Yurdakul Havare
link: https://www.google.com/maps/search/%C5%9Eirinevler+Hukuk+B%C3%BCrosu+Avukat+Yurdakul+Havare/@40.9943014,28.8450594?authuser=0&hl=tr&entry=ttu
Reviews: 0 reviews

Name: Kara Hukuk Burosu - Avukat Canberk KARA
link: https://www.google.com/maps/search/Kara+Hukuk+B%C3%BCrosu+-+Avukat+Canberk+KARA/@40.993295499999995,28.8451608?authuser=0&hl=tr&entry=ttu
Reviews: 3 reviews",www.pelikanhukuk.com,
ChIJFWd1GmS3yhQRvOwpn2VpeJ4,Moroglu Arseven,Hukuk Hizmetleri,4.7,41.0,http://www.morogluarseven.com/,(0212) 377 47 00,"Harbiye Mah, Moroglu Arseven, Abdi Ipekci Cd. Nisantasi D:19-1, 34367 Sisli/Istanbul",https://www.google.com/maps/place/Moro%C4%9Flu+Arseven/data=!4m7!3m6!1s0x14cab7641a756715:0x9e7869659f29ecbc!8m2!3d41.0501098!4d28.9921321!16s%2Fg%2F1tft0l4c!19sChIJFWd1GmS3yhQRvOwpn2VpeJ4?authuser=0&hl=tr&rclk=1, Abdi Ipekci Cd.,FALSE,"Name: Abdikoglu Hukuk & Danismanlik
link: https://www.google.com/maps/search/Abdiko%C4%9Flu+Hukuk+%26+Dan%C4%B1%C5%9Fmanl%C4%B1k/@41.051863499999996,28.994580900000003?authuser=0&hl=tr&entry=ttu
Reviews: 1 reviews

Name: Altmisyedioglu Avukatlik Burosu
link: https://www.google.com/maps/search/Altm%C4%B1%C5%9Fyedio%C4%9Flu+Avukatl%C4%B1k+B%C3%BCrosu/@41.0478105,28.987045400000003?authuser=0&hl=tr&entry=ttu
Reviews: 10 reviews

Name: Caglar Hukuk Burosu
link: https://www.google.com/maps/search/%C3%87a%C4%9Flar+Hukuk+B%C3%BCrosu/@41.0492641,28.992340499999997?authuser=0&hl=tr&entry=ttu
Reviews: 22 reviews

Name: Cakiroglu Hukuk Burosu
link: https://www.google.com/maps/search/%C3%87ak%C4%B1ro%C4%9Flu+Hukuk+B%C3%BCrosu/@41.0521033,28.989897499999998?authuser=0&hl=tr&entry=ttu
Reviews: 11 reviews

Name: Ertug & Partners Law Firm
link: https://www.google.com/maps/search/Ertu%C4%9F+%26+Partners+Law+Firm/@41.052541,28.990274099999997?authuser=0&hl=tr&entry=ttu
Reviews: 5 reviews",www.morogluarseven.com,
